symbol,M_0,M_2,M_4,M_8,M_79,F_0,F_2,F_4,F_8,F_79,cluster,color
Cyb5r3,-1.06,-0.53,0.25,2.21,1.13,-0.42,-0.41,-0.91,-0.42,0.16,1,#FF9900FF
Arfgap3,1.41,-0.12,-0.06,1.43,0.24,0.65,0.09,-1.15,-1.23,-1.27,3,#00FF33FF
Pnpla3,-0.67,-0.54,-0.14,-0.52,0.57,-0.76,-0.23,-0.67,2.52,0.44,5,#0033FFFF
Prr5,-1.17,-0.64,-0.15,1.81,1.44,-0.97,-0.44,0.2,-0.63,0.55,1,#FF9900FF
Upk3a,0.59,-0.94,-0.81,-0.84,-0.71,0.9,0.8,-0.85,1.93,-0.07,5,#0033FFFF
Fbln1,1.68,0.62,-0.71,-0.72,-0.71,1.79,-0.23,-0.67,-0.62,-0.44,4,#00FFFFFF
Ppara,-1.15,-0.73,0.15,0.17,1.38,-1.14,-0.71,-0.31,0.63,1.71,5,#0033FFFF
Creld2,-1.02,-0.67,0.18,1.88,0.35,0.36,-0.69,-1.43,-0.03,1.08,2,#99FF00FF
Cpne8,0.94,1.02,-0.77,-1.67,-1.27,0.59,0.81,-0.24,0.94,-0.35,6,#9900FFFF
Yaf2,1.74,-0.1,-0.49,0.26,-0.64,1.73,0.05,-0.77,-0.72,-1.07,4,#00FFFFFF
Prickle1,2.04,0.11,-0.59,-0.84,-0.75,1.55,0.05,-0.5,-0.52,-0.54,4,#00FFFFFF
Zfp641,-1.37,0.09,0.57,1.26,1.55,-1.46,-0.37,0.17,-0.68,0.25,1,#FF9900FF
Rhebl1,0.59,-1.4,1.5,0.88,0.07,0.6,-1.72,-0.54,0.19,-0.18,1,#FF9900FF
Lmbr1l,-0.08,-1.07,0.16,-0.14,1.15,1.44,-1.11,-0.96,-0.71,1.32,2,#99FF00FF
Dnajc22,-0.96,-0.87,0.73,2.03,0.86,-1.03,-0.83,0.22,0.18,-0.32,1,#FF9900FF
Mettl7a1,-1.31,-0.76,0.65,1.74,0.63,-1.34,-0.73,0.5,0.54,0.07,1,#FF9900FF
Methig1,-1.06,-0.95,1.14,1.73,0.42,-1.09,-1.01,0.18,0.51,0.14,1,#FF9900FF
Mettl7a2,-0.98,-0.88,1.43,1.68,0,-0.99,-0.92,0.75,0.08,-0.18,1,#FF9900FF
Slc4a8,-0.9,-0.35,-0.42,-1.49,-0.08,0.78,0.05,0.23,-0.06,2.24,5,#0033FFFF
Nr4a1,0.99,-0.16,-0.71,-0.24,-0.28,2.3,0.41,-0.96,-0.83,-0.52,4,#00FFFFFF
Krt80,-1.27,-0.73,-0.23,0.41,1.03,-1.26,-0.61,-0.04,1.23,1.45,5,#0033FFFF
Krt5,-1.13,-0.12,-0.65,-0.08,0.35,-0.92,-0.18,-0.68,1.68,1.74,5,#0033FFFF
Krt18,0.77,-0.11,-0.92,-0.66,-0.78,2.33,0.31,-0.93,0.24,-0.25,4,#00FFFFFF
Csad,-0.88,-1.08,0.97,1.82,0.95,-0.91,-1.03,0.15,-0.02,0.02,1,#FF9900FF
AU021092,-1.25,-0.5,-0.55,-0.08,1.3,-1.23,0.11,-0.4,1.06,1.54,5,#0033FFFF
Rbfox1,0.02,-1.32,-0.26,-0.63,0.92,-0.34,-1.23,-0.08,1.27,1.64,5,#0033FFFF
Emp2,0.6,1.49,-0.86,-1.24,-0.67,0.61,1.59,-0.44,-0.71,-0.36,6,#9900FFFF
Cpped1,-1.08,-0.82,0.69,1.88,1.15,-1.21,-0.59,-0.08,-0.03,0.09,1,#FF9900FF
Myh11,1.09,0.17,-1.05,-1.5,-0.32,1.53,0.04,-1.13,0.43,0.74,4,#00FFFFFF
Abcc1,2.02,0,-0.91,-1.22,-0.35,1.3,0.11,-0.69,-0.49,0.24,4,#00FFFFFF
Snai2,1.74,0.48,-0.6,-0.79,-0.8,1.68,0.23,-0.57,-0.67,-0.69,4,#00FFFFFF
Spidr,1.75,-0.43,-1.22,-0.99,-0.5,0.88,-0.5,-0.68,0.63,1.07,4,#00FFFFFF
Pi4ka,-0.57,-0.6,-0.15,1.67,2.05,-0.64,-0.69,-0.42,-0.44,-0.2,1,#FF9900FF
Aifm3,-1.01,-0.83,0.46,1.91,1.39,-0.81,-0.81,-0.18,-0.34,0.21,1,#FF9900FF
Lztr1,-1.14,-0.71,0.34,0.96,2.17,-0.54,-0.64,-0.36,-0.6,0.5,1,#FF9900FF
Tango2,-1.42,-0.65,0.98,1.59,0.47,-1.43,-0.57,0.56,0.43,0.05,1,#FF9900FF
Comt,-1.5,-0.75,0.74,1.43,0.89,-1.38,-0.61,0.51,0.16,0.5,1,#FF9900FF
2510002D24Rik,-1.66,-0.54,0.83,1.72,1.01,0.28,-0.35,-0.45,-0.94,0.1,1,#FF9900FF
Alg3,-1.34,-0.65,1.07,1.8,0.44,-1.27,-0.6,0.41,0.22,-0.09,1,#FF9900FF
Thpo,-1.1,-0.95,0.48,1.45,1.4,-1.12,-1.03,0.13,0.35,0.38,1,#FF9900FF
Vps8,-0.58,-1.01,0.86,2.02,1.13,-0.47,-0.98,-0.46,-0.3,-0.22,1,#FF9900FF
Ehhadh,-1.14,-0.98,0.48,1.79,0.83,-1.15,-0.93,0.28,0.42,0.4,1,#FF9900FF
Dgkg,-0.7,-0.52,-0.41,0.22,2.64,-0.69,-0.54,-0.26,-0.2,0.45,2,#99FF00FF
Dnajb11,-1.68,-0.54,1.05,1.69,0.73,-0.93,-0.66,0.01,0.04,0.28,1,#FF9900FF
Hrg,-0.17,-0.56,-0.45,1.03,2.5,-0.33,-0.56,-0.55,-0.47,-0.44,1,#FF9900FF
Kng2,-1.53,-0.29,0.16,0.29,-0.11,-1.6,-0.09,0.55,1.62,0.99,7,#FF0099FF
Adipoq,-0.54,-0.5,-0.3,-0.34,-0.04,-0.54,-0.1,-0.54,2.76,0.14,5,#0033FFFF
Lpp,2.06,0.53,-0.83,-1.7,-0.13,0.77,-0.16,-0.19,-0.46,0.11,4,#00FFFFFF
P3h2,-1.7,0.49,0.88,-0.12,-0.37,-1.76,0.41,0.88,0.84,0.45,7,#FF0099FF
Cldn1,1.97,0.06,-0.71,-1.1,-0.58,1.54,-0.34,0.19,-0.57,-0.47,4,#00FFFFFF
Tmem207,-1.41,-0.74,0.52,0.86,0.19,-1.43,-0.66,1.42,0.88,0.36,7,#FF0099FF
Mb21d2,-1.08,-0.71,0.57,1.77,1.5,-1,-0.74,-0.19,0.02,-0.13,1,#FF9900FF
Slc51a,-1.09,-0.78,0.36,2.13,0.86,-1.09,-0.64,-0.23,0.1,0.37,1,#FF9900FF
Tfrc,-0.18,1.94,0,-0.46,-0.19,-0.65,1.54,0.09,-1.01,-1.07,6,#9900FFFF
Heg1,0.78,1.4,-0.66,-1.77,-0.49,0.64,1.14,-0.65,0.25,-0.65,6,#9900FFFF
Gm21691,-1.11,-0.76,0.99,1.81,0.82,-1.21,-0.74,0.14,0.35,-0.27,1,#FF9900FF
Hacd2,-1.41,-0.5,0.18,1.35,1.71,-1.17,-0.54,-0.25,0.15,0.49,1,#FF9900FF
Fbxo40,-1.08,-0.72,0.54,1.16,1.98,-1.11,-0.56,0.25,-0.28,-0.18,1,#FF9900FF
Fstl1,1.88,0.41,-0.64,-0.74,-0.76,1.44,0.48,-0.62,-0.72,-0.74,4,#00FFFFFF
Gm36028,-0.98,0.37,1.75,1.25,-0.29,-1.3,0.47,-0.08,-0.06,-1.14,7,#FF0099FF
Arhgap31,1.39,1.01,-0.85,-1.51,-0.51,1.37,0.4,-0.57,-0.65,-0.09,4,#00FFFFFF
Zbtb20,-1.1,-0.46,1,0.88,2,-1.13,-0.62,-0.25,-0.23,-0.09,1,#FF9900FF
Gramd1c,-0.86,-1.05,-1.17,0.52,0.96,-1.17,-0.13,1.25,0.45,1.2,5,#0033FFFF
Ccdc80,1.13,1.49,-0.73,-0.81,-0.81,0.96,1.02,-0.76,-0.74,-0.76,4,#00FFFFFF
Gm15638,-0.8,-0.73,1.59,1.6,0.59,-1.01,-0.68,0.48,-0.26,-0.77,3,#00FF33FF
Dubr,0.2,1.67,-1.24,-1.54,-0.41,-0.17,0.94,-0.63,0.8,0.37,6,#9900FFFF
Alcam,2.05,-0.21,-0.68,-0.07,-0.39,1.64,-0.34,-0.72,-0.67,-0.61,4,#00FFFFFF
Tmem45a,1.77,0.57,-0.59,-0.78,-1.17,1.09,0.91,-0.47,-0.42,-0.9,4,#00FFFFFF
Cpox,-0.93,0.15,0.59,2.25,0.62,-1.07,-0.14,0.03,-0.6,-0.9,3,#00FF33FF
Gm30162,-1.05,-0.84,0.19,-0.43,0.34,-1.05,-0.82,1.87,0.87,0.91,5,#0033FFFF
Jam2,-0.6,0.93,-1.5,-0.67,0.46,-0.71,0.16,-0.77,1.18,1.53,5,#0033FFFF
Adamts5,-0.54,1.75,-0.5,-0.96,-0.4,-0.34,1.9,0.14,-0.59,-0.46,6,#9900FFFF
Gm32461,-1.28,0.14,1.21,1.03,0.4,-1.45,0.14,1.15,-0.29,-1.05,7,#FF0099FF
Rwdd2b,-1.4,-0.9,0.85,1.7,0.75,-1.2,-0.63,0.27,0.36,0.19,1,#FF9900FF
Hunk,1.88,-0.15,-0.24,-0.26,-0.26,1.78,-0.33,-0.66,-0.84,-0.92,4,#00FFFFFF
Mrap,-0.73,-0.63,-0.34,-0.19,0.03,-0.7,0.14,-0.66,2.59,0.49,5,#0033FFFF
Kcne1,-1.49,0.13,0.87,0.16,-0.73,-1.47,0.74,0.45,1.58,-0.25,7,#FF0099FF
Clic6,-0.17,1.37,-0.02,-0.99,-1.12,-0.07,1.83,0.58,-0.43,-0.99,6,#9900FFFF
Setd4,0.26,1.21,-1.07,-1.71,-1.31,0.68,0.82,0.16,0.27,0.69,6,#9900FFFF
Cbr1,-0.85,0.53,-0.8,-1.28,-0.88,-0.44,0.63,0.57,0.6,1.91,6,#9900FFFF
Kcnj15,-1.22,-0.77,0.39,1.39,1.59,-1.26,-0.75,0.11,0.22,0.3,1,#FF9900FF
Erg,-0.06,1.54,-0.07,-0.98,-1.04,0.18,1.9,-0.73,-0.09,-0.65,6,#9900FFFF
Tiam2,-0.13,-0.51,-0.28,1.85,1.87,-0.2,-0.68,-0.61,-0.73,-0.58,1,#FF9900FF
Sytl3,-0.73,0.53,-0.69,-1.26,-1.06,-0.84,1.17,1.22,1,0.66,6,#9900FFFF
Sft2d1,-0.38,0.14,0.64,1.67,1.11,0.08,0.32,-1.32,-1.22,-1.03,1,#FF9900FF
Slc22a2,-0.92,-0.86,0.96,2.01,0.91,-0.86,-0.88,0.03,-0.14,-0.24,1,#FF9900FF
Airn,-0.26,-0.93,0.51,0.57,2.32,-0.2,-1.04,0.34,-0.52,-0.78,1,#FF9900FF
Rgmb,-1.11,1.59,-0.36,-1.18,-0.79,-0.59,1.15,0.44,1.09,-0.23,6,#9900FFFF
Lix1,1.07,0.11,-0.77,-0.53,-1.2,0.21,2.09,-0.4,0.32,-0.92,6,#9900FFFF
Zfp52,-0.33,1.35,-0.72,-1.46,-0.15,-0.93,1.86,0.14,0.12,0.13,6,#9900FFFF
Tnfrsf12a,0.79,0.22,-0.63,1.91,-0.56,1.13,-0.45,-1.24,-0.95,-0.21,3,#00FF33FF
9530082P21Rik,-1.24,1.43,0.49,-1.13,0.1,-1.18,1.54,0.27,-0.27,-0.01,6,#9900FFFF
Amdhd2,-1.55,-0.71,1,1.35,1.14,-1.05,-0.69,-0.07,-0.04,0.61,1,#FF9900FF
Rpl3l,-0.81,-0.64,0.16,2.49,0.77,-0.77,-0.62,-0.24,-0.12,-0.23,3,#00FF33FF
Msrb1,-1,-0.78,0.41,1.99,1.27,-1,-0.79,-0.06,0.05,-0.1,1,#FF9900FF
Igfals,-1.14,-0.22,-0.36,-0.42,-0.47,-1.07,0.14,0.18,1.28,2.07,5,#0033FFFF
Tmem204,-1.31,0.58,-0.03,-0.18,-0.74,-1.34,1.58,0.44,1.34,-0.33,7,#FF0099FF
Msln,0.4,-0.76,-0.96,-1.16,-0.54,0.13,2.04,-0.65,0.7,0.8,6,#9900FFFF
Mcrip2,-1.41,-0.89,1.07,1.43,1.08,-1.01,-0.78,-0.03,0.08,0.46,1,#FF9900FF
Mettl26,-1.36,-0.63,1.07,1.72,0.5,-1.33,-0.56,0.19,0.53,-0.12,1,#FF9900FF
Neurl1b,-1.34,1.21,0.37,-0.72,-0.36,-1.43,1.55,0.66,0.2,-0.13,6,#9900FFFF
Ergic1,1.32,-0.55,-0.76,0.51,1.29,1.2,-0.38,-1.3,-1.05,-0.28,2,#99FF00FF
Fkbp5,-0.42,-0.92,0.46,2.44,0.37,-0.5,-1.16,-0.24,0.03,-0.06,1,#FF9900FF
Mapk13,0.45,-0.35,-0.78,0.24,0.3,2.33,-0.32,-1.2,-0.93,0.26,4,#00FFFFFF
Pi16,-1.3,-0.44,-0.26,-0.05,0.86,-0.91,-0.56,-0.19,0.7,2.15,5,#0033FFFF
Cbs,-0.96,-0.91,0.63,1.63,1.56,-0.96,-0.91,-0.03,0.03,-0.09,1,#FF9900FF
2310015A16Rik,-0.77,-0.72,-0.29,-0.23,-0.13,-0.77,-0.73,0.02,1.83,1.81,5,#0033FFFF
Hsf2bp,-1.53,-0.06,0.96,1.71,0.52,-1.57,-0.06,0.12,0.11,-0.2,1,#FF9900FF
Gm17251,-0.8,-0.4,0.6,1.27,1.5,0.36,-0.79,-1.53,-0.76,0.54,2,#99FF00FF
Angptl4,-1.35,-0.12,1.11,1.78,0.21,-1.26,-0.26,-0.77,-0.02,0.69,1,#FF9900FF
Psmb9,-1.58,-0.24,0.22,-0.19,0.75,-1.3,-0.48,0.25,0.78,1.79,5,#0033FFFF
Ppt2,-0.92,-0.72,1.08,2.1,0.78,-0.87,-0.59,-0.14,-0.17,-0.55,1,#FF9900FF
Dxo,-1.35,-0.65,0.03,0.18,1.88,-0.18,-0.65,-0.28,-0.52,1.54,2,#99FF00FF
C2,-1.5,0,-0.16,-0.24,1.03,-1.56,0.1,-0.04,0.76,1.61,5,#0033FFFF
Slc44a4,-1.19,-0.8,0.36,1.07,1.8,-1.14,-0.75,-0.13,0.05,0.75,1,#FF9900FF
Neu1,-1.17,-0.76,0.02,0.77,1.94,-0.93,-0.76,-0.07,-0.16,1.1,2,#99FF00FF
Aif1,-0.7,1.52,0.1,-0.96,0.68,-0.89,-0.98,-0.52,0.06,1.67,6,#9900FFFF
Tcf19,0.5,1.26,0.06,-1.04,-1.03,0.96,1.52,-0.45,-0.91,-0.86,4,#00FFFFFF
Atat1,0.66,-0.28,-0.91,0.06,1.13,1.81,-0.62,-1.02,-1.22,0.41,2,#99FF00FF
H2-T22,-1.23,-0.84,0.62,1.7,0.73,-1.29,-0.87,0.23,0.6,0.35,1,#FF9900FF
Mep1a,-1.27,-0.55,0.97,1.58,1.14,-1.36,-0.53,0.39,-0.13,-0.25,1,#FF9900FF
Pla2g7,0.56,1.47,-0.49,-0.91,-1.03,0.09,1.88,-0.39,-0.48,-0.69,6,#9900FFFF
Cyp39a1,1.66,0.76,-0.51,-0.94,-1.29,0.34,1.32,-0.2,-0.16,-0.96,4,#00FFFFFF
Hsp90ab1,0.77,-0.98,0.13,2.13,-0.08,0.74,-1,-0.85,-0.07,-0.78,3,#00FF33FF
Mymx,-0.08,1.21,0.02,-1.03,-1.22,-0.08,2.07,-0.55,0.22,-0.57,6,#9900FFFF
Dnph1,-0.84,-1.11,0.77,1.73,1.41,-0.44,-1.1,-0.13,-0.19,-0.1,1,#FF9900FF
Cul9,-1.19,-0.83,0.21,1.03,1.83,-0.85,-0.93,-0.19,0.02,0.9,1,#FF9900FF
Klc4,-1.46,-0.94,0.11,0.96,1.45,-0.15,-0.81,-0.43,-0.16,1.42,2,#99FF00FF
2310039H08Rik,-1.47,-0.83,0.61,0.81,1.88,-0.31,-0.81,-0.31,-0.36,0.79,2,#99FF00FF
Bysl,-1.42,-0.84,0.06,0.9,1.42,0.66,-0.78,-0.73,-0.51,1.26,2,#99FF00FF
Apobec2,-0.92,-0.85,0.45,2.28,0.63,-0.88,-0.9,-0.13,0.26,0.06,1,#FF9900FF
Stap2,-1.24,1.23,0.31,-0.75,-0.93,-1.05,1.75,0.16,0.49,0.03,6,#9900FFFF
Plin4,-0.85,-0.7,-0.52,-0.25,0.83,-0.86,-0.29,-0.67,1.82,1.48,5,#0033FFFF
Uhrf1,1.72,0.19,-0.51,-0.72,-0.71,1.81,0.25,-0.64,-0.71,-0.69,4,#00FFFFFF
Tnfsf9,-0.37,-0.12,-0.82,-0.69,-0.67,-0.36,1.87,-0.59,1.81,-0.06,6,#9900FFFF
C3,-0.69,1.64,-0.68,-0.59,0.23,-0.79,-0.86,-0.43,0.34,1.82,6,#9900FFFF
Adgre1,-0.46,1.04,-0.76,-1.05,1.42,-0.9,-0.12,-0.81,0.05,1.59,6,#9900FFFF
Nudt12,-1.11,-0.75,0.31,1.9,1.17,-1.22,-0.76,0.25,0.2,0.01,1,#FF9900FF
Twsg1,0.04,1.05,-0.77,-1.58,-1.32,-0.2,1.42,0.87,0.48,0.01,6,#9900FFFF
Arhgap28,1.2,0.76,-0.82,-1.09,-0.69,1.68,0.79,-0.57,-0.82,-0.45,4,#00FFFFFF
Epb41l3,-1.37,-0.43,0.08,-0.28,0.93,-1.41,-0.39,0.47,0.6,1.81,5,#0033FFFF
Clip4,-0.68,-0.38,0.11,1.59,2.06,-0.83,-0.46,-0.32,-0.49,-0.6,1,#FF9900FF
Galnt14,-1.21,-0.36,1.43,1.66,0.51,-1.28,-0.41,0.45,-0.23,-0.56,1,#FF9900FF
Xdh,-1.25,-0.62,-0.07,0.06,1.14,-1.33,-0.63,0.16,0.9,1.65,5,#0033FFFF
Srd5a2,-1.07,-0.68,0.18,1.62,1.61,-1.11,-0.7,-0.27,0.56,-0.15,1,#FF9900FF
Nlrc4,-0.63,-0.52,-0.38,2.2,1.4,-0.8,-0.62,-0.57,-0.16,0.1,1,#FF9900FF
Prkd3,1.13,0.1,-0.9,0.51,1.69,0.61,0.04,-1.1,-1.15,-0.94,2,#99FF00FF
Qpct,0.84,0.85,-1.22,-1.33,-0.65,0.62,1.53,-1.01,-0.01,0.37,4,#00FFFFFF
Cyp1b1,0.66,0.77,-1.86,-1.1,0.07,0.23,-0.18,0.3,-0.56,1.67,6,#9900FFFF
Tmem178,-0.75,-0.16,1.36,1.87,0.78,-0.79,-0.42,-0.12,-0.66,-1.11,1,#FF9900FF
Haao,-1.06,-1,0.69,1.79,0.76,-1.06,-1.04,0.27,0.57,0.07,1,#FF9900FF
Gm19696,-1.22,-0.7,1.26,1.54,1.03,-1.27,-0.44,0.22,-0.06,-0.36,1,#FF9900FF
Epcam,0.52,0.24,0.16,-0.89,-1.94,-0.19,0.53,1.43,0.99,-0.85,6,#9900FFFF
Ppp1r21,-1.07,-0.36,0.64,1.86,1.35,-1.25,-0.23,-0.11,-0.25,-0.59,1,#FF9900FF
Ston1,0.97,1.16,-1.15,-1.48,-0.37,0.75,1.37,-0.41,-0.62,-0.22,6,#9900FFFF
Kdm5d,2.01,0.76,0.49,0.43,0.49,-0.38,-0.95,-0.95,-0.95,-0.95,3,#00FF33FF
Eif2s3y,1.09,0.77,1.12,1.24,0.35,-0.61,-0.99,-0.99,-0.99,-0.99,3,#00FF33FF
Uty,2.12,0.44,0.3,0.67,0.58,-0.61,-0.88,-0.88,-0.87,-0.87,3,#00FF33FF
Ddx3y,2.24,0.62,0.3,0.57,0.17,-0.47,-0.86,-0.86,-0.85,-0.86,3,#00FF33FF
Crem,-0.78,-0.14,-0.13,2.41,0.44,-1.28,-0.59,-0.33,0.48,-0.08,1,#FF9900FF
Svil,0.5,1.89,-0.82,-1.53,-0.6,0.02,1.24,-0.05,-0.51,-0.14,6,#9900FFFF
Zeb1,1.92,0.37,-0.74,-0.95,-0.66,1.45,0.34,-0.73,-0.61,-0.41,4,#00FFFFFF
Abhd3,-1.08,-0.82,0.18,2.15,0.69,-1.08,-0.78,0.18,0.49,0.07,1,#FF9900FF
Riok3,1.94,-0.51,-0.9,0.06,0.02,1.56,-0.65,-0.75,-0.85,0.06,4,#00FFFFFF
Ankrd29,-0.85,-0.62,1.19,1.91,0.66,-1,-0.9,0.06,0.29,-0.73,1,#FF9900FF
Lama3,-0.93,-0.67,0.63,1.19,1.97,-1.1,-0.88,-0.02,-0.12,-0.06,1,#FF9900FF
Ttc39c,-0.85,-0.93,1.15,1.84,0.99,-0.88,-0.94,-0.1,-0.03,-0.25,1,#FF9900FF
Chst9,-1.24,0.76,-0.09,-0.6,-0.31,-1.46,1.65,1.24,0.1,-0.05,6,#9900FFFF
Dsg2,0.73,0.93,-0.91,-1.51,-1.47,-0.29,-0.07,0.87,0.89,0.84,6,#9900FFFF
Ttr,-0.86,1.74,0.12,0.88,-0.6,-1.05,1.09,0.37,-0.5,-1.18,6,#9900FFFF
Galnt1,-0.77,0.15,1.43,1.77,0.51,-1.04,-0.33,0,-0.5,-1.22,1,#FF9900FF
Mocos,-1.29,-0.88,0.23,1.04,1.17,-1.25,-0.94,0.57,0.26,1.09,1,#FF9900FF
Proc,-0.96,-0.78,0.06,1.98,1.35,-0.96,-0.75,-0.37,0.16,0.28,1,#FF9900FF
Gypc,1.67,-0.03,-0.44,-0.96,-0.9,1.89,0.08,-0.59,-0.11,-0.6,4,#00FFFFFF
Nrep,0.38,1.5,-0.63,-0.71,-0.73,0.24,1.95,-0.62,-0.68,-0.69,6,#9900FFFF
Epb41l4a,0.66,0.23,-0.71,-1.74,-1.43,1.51,0.31,0.52,0.14,0.52,4,#00FFFFFF
Reep5,-0.98,-0.94,0.49,2.27,0.58,-0.71,-0.84,-0.3,0.33,0.1,1,#FF9900FF
Fam53c,-0.41,-0.47,-0.86,0.25,1.2,1.93,-0.43,-0.92,-1.04,0.75,2,#99FF00FF
Egr1,1.86,0.29,-0.63,-0.35,-0.6,1.75,-0.26,-0.7,-0.77,-0.59,4,#00FFFFFF
Hbegf,-0.17,-0.06,-0.58,2.2,0.69,0.69,-0.06,-1.26,-1.06,-0.39,3,#00FF33FF
Eif4ebp3,-0.6,-0.59,0.21,2.65,-0.3,-0.69,-0.57,-0.19,0.41,-0.33,1,#FF9900FF
Wdr55,-1.02,-0.99,0.79,1.96,0.73,-0.94,-0.97,0.08,0.39,-0.02,1,#FF9900FF
Pcdhga12,2.21,-0.36,-0.72,0.04,-0.61,1.4,-0.69,-0.21,-0.4,-0.67,4,#00FFFFFF
Pcdh1,-1.28,-0.62,0.46,1.4,1.5,-1.07,-0.98,-0.02,-0.03,0.65,1,#FF9900FF
Fgf1,-1.05,-0.74,-0.32,1.21,1.64,-1.06,-0.71,-0.35,0.25,1.14,2,#99FF00FF
Prelid2,2.16,-0.38,-0.48,-0.67,-0.76,1.55,-0.42,-0.27,-0.3,-0.44,4,#00FFFFFF
Ppp2r2b,-1.32,-0.07,-1.37,-0.11,-0.32,-0.05,0.38,-0.21,1.09,1.97,5,#0033FFFF
Dpysl3,0.17,2.21,-0.21,-0.7,-0.72,0.63,0.93,-0.83,-0.84,-0.63,6,#9900FFFF
Cdo1,-1.64,-0.69,1.21,0.74,0.86,-1.39,-0.56,0.23,0.74,0.49,5,#0033FFFF
Ppic,-0.46,1.5,0.04,-0.82,-1.23,-0.51,1.98,-0.08,-0.04,-0.4,6,#9900FFFF
Zfp608,1.16,1.11,-0.44,-1.32,-1.06,1.35,0.8,-0.3,-0.67,-0.63,4,#00FFFFFF
Ctxn3,0.57,-0.29,-0.28,2.49,-0.46,0.48,-0.27,-0.54,-0.64,-1.05,3,#00FF33FF
Afap1l1,-1.21,-0.66,1.45,1.81,0.3,-0.39,-0.37,0.53,-0.65,-0.8,3,#00FF33FF
Ablim3,-1.55,0.17,-0.07,-0.58,0.64,-1.59,0.53,0.05,1,1.41,6,#9900FFFF
Adrb2,-1.35,-0.58,1.04,1.05,1.8,-0.87,-0.71,0.04,-0.42,-0.02,1,#FF9900FF
Atp8b1,-1.12,0.79,-0.14,-0.5,-0.53,-1.55,1.08,0.63,1.59,-0.25,7,#FF0099FF
Gm50462,2.15,0.43,-0.62,-0.81,-0.8,1.08,0.43,-0.5,-0.58,-0.76,4,#00FFFFFF
Impa2,-0.68,1.28,-0.58,-1.45,-0.74,1.41,1.17,-0.33,-0.51,0.43,4,#00FFFFFF
Cidea,-0.7,-0.58,-0.34,-0.25,0.03,-0.69,0.46,-0.69,2.61,0.15,5,#0033FFFF
Rab27b,-0.92,1.37,-0.69,-0.67,-0.43,-0.94,2.01,0.08,0.43,-0.22,6,#9900FFFF
Elac1,0.34,-0.39,-1.29,-1.69,0.25,0.58,0.41,-0.27,0.17,1.89,6,#9900FFFF
Me2,1.14,0.23,-1.22,-1.4,-0.72,1.58,0.44,-0.81,0.24,0.52,4,#00FFFFFF
Mro,-0.4,1.87,-0.53,-0.72,-0.64,-0.44,1.86,-0.13,-0.62,-0.24,6,#9900FFFF
Slc14a1,-1.02,0.21,-0.27,-0.62,-0.42,-1.12,2.3,0.3,0.8,-0.15,6,#9900FFFF
Hsbp1l1,-1.33,0.35,0.58,-0.28,-0.88,-1.46,0.44,1.58,1.03,-0.04,7,#FF0099FF
Sall3,0.72,-0.89,-0.81,-1.01,-0.04,1.03,-0.76,-0.44,0.15,2.04,5,#0033FFFF
Zadh2,-1.36,-0.78,-0.01,1.38,1.6,-0.92,-0.66,-0.11,-0.03,0.89,1,#FF9900FF
Cndp1,-0.91,-0.39,0.88,1.9,1.22,-1.09,-0.48,-0.16,-0.12,-0.84,1,#FF9900FF
Cndp2,-0.61,-0.68,0.05,2.26,1.36,-0.46,-0.69,-0.49,-0.45,-0.3,3,#00FF33FF
Cyb5a,-1.03,-0.71,0.94,2.02,0.76,-1.07,-0.77,0.05,0.18,-0.37,1,#FF9900FF
Gm45871,-0.96,-0.4,-0.42,1.97,1.49,-1.04,-0.48,-0.5,0.06,0.29,1,#FF9900FF
Aldh3b2,-0.42,-1.11,-0.3,0.17,-0.26,0.01,-0.28,-0.72,2.59,0.33,5,#0033FFFF
Acy3,-0.78,-0.72,0.58,2.4,0.7,-0.77,-0.73,-0.2,-0.16,-0.33,3,#00FF33FF
Tbx10,-0.36,-0.65,2.21,1.38,0.08,-0.23,-0.56,-0.35,-0.73,-0.79,3,#00FF33FF
4833408A19Rik,-1.11,-0.49,1.71,1.59,0.33,-1.2,-0.43,0.27,-0.27,-0.4,1,#FF9900FF
Cabp2,-0.62,-0.14,2.7,0.03,-0.53,-0.55,-0.1,0.32,-0.58,-0.54,1,#FF9900FF
Cdk2ap2,-1.48,-0.76,0.67,0.84,1.49,-0.84,-0.74,-0.4,0.01,1.21,1,#FF9900FF
Sptbn2,-1.54,-0.73,0.37,-0.12,0.39,-1.05,-0.35,0.23,0.88,1.93,5,#0033FFFF
Ovol1,1.25,-0.95,0.95,0.29,-0.57,1.73,-0.32,-0.78,-0.46,-1.14,4,#00FFFFFF
Malat1,1.39,0.1,0.86,0.36,-0.73,-0.13,-0.9,1.41,-1.11,-1.26,3,#00FF33FF
Neat1,-0.86,-0.68,1.15,0.88,0.98,-1.2,-1.14,0.89,-0.78,0.76,1,#FF9900FF
Frmd8,-1.21,-0.45,-0.49,-0.12,1.33,0.72,-0.35,-0.55,-0.81,1.93,2,#99FF00FF
Cdc42ep2,0.21,1.03,-0.61,-1.23,-0.93,0.83,1.98,-0.47,-0.43,-0.39,6,#9900FFFF
Syvn1,-0.84,-0.73,-0.42,0.44,1.42,0.12,-0.66,-0.82,-0.51,2,2,#99FF00FF
Naaladl1,-0.75,-0.65,0.1,-0.54,-0.24,-0.76,-0.83,0.67,0.65,2.35,5,#0033FFFF
